TransactionID,Timestamp,CustomerID,Name,Surname,Shipping_State,Item,Description,Retail_Price,Loyalty_Discount
113143,12/13/16 15:48,100000293,Nathan,Bond,Utah,5480721202,Shirt,67.83,0.1
113142,12/13/16 15:45,100000443,Justin,Hodges,Delaware,1489444777,Short Gown,131.12,0.03
113141,12/13/16 15:45,200000363,Brandon,Johnston,New York,2782517448,Belt,45.77,0.04
113140,12/13/16 15:43,100000170,Natalie,Morrison,Arkansas,3256419181,Short Slip,102,0.04
113139,12/13/16 15:41,200000102,Emma,Piper,Georgia,8262662751,Suit,109.89,0.08
113138,12/13/16 15:39,100000091,Blake,Reid,Alabama,8948840620,Gloves,19.8,0.01
113137,12/13/16 15:36,200000352,Piers,Harris,North Carolina,8586814459,Gown & Robe Set,65.64,0.09
113136,12/13/16 15:35,100000574,Dylan,Marshall,West Virginia,2557931901,Short Gown,47.76,0.02
113135,12/13/16 15:34,200000492,Julian,Langdon,Missouri,9873264896,Hat,10.89,0.07
113134,12/13/16 15:34,200000940,Victor,Sutherland,Colorado,6660530324,Washcloth,35.14,0.01
113133,12/13/16 15:33,400000795,Amanda,King,Florida,5480721202,Shirt,67.83,0.1
113132,12/13/16 15:32,100000294,Brandon,Morgan,Mississippi,1039854547,Coat,135.83,0.01
113131,12/13/16 15:32,100000049,Simon,Ball,California,2557931901,Short Gown,47.76,0.02
113130,12/13/16 15:30,100000141,Angela,Wright,New Mexico,9873264896,Hat,10.89,0.06
113129,12/13/16 15:30,300000611,Nicola,Paige,Maryland,1893735141,Socks,115.5,0.08
113128,12/13/16 15:28,100000030,Luke,Wilkins,Washington,4622769035,Short Gown,78,0.09
113127,12/13/16 15:28,200000607,Brian,Arnold,Connecticut,8864799421,Valance,31.8,0.02
113126,12/13/16 15:27,200000938,Trevor,Harris,Michigan,2588421965,Commode Cover,15.84,0.05
113125,12/13/16 15:27,100000247,Claire,Dickens,Indiana,4584868492,T-shirt,61.38,0.09
113124,12/13/16 15:24,200000762,Andrea,Robertson,South Dakota,5050067655,Bottoms,66.96,0.04
113123,12/13/16 15:23,200000043,Jake,Morgan,Rhode Island,6917448328,Socks,8.82,0.02
113122,12/13/16 15:22,100000709,Angela,Lawrence,Washington,5127562193,Robe,95.76,0.02
113121,12/13/16 15:21,100000255,Diane,Henderson,Kansas,9195451761,Hand Towel,51.66,0.1
113120,12/13/16 15:14,200000791,Pippa,Walsh,Maryland,4924918902,T-shirt,62.79,0.1
113119,12/13/16 15:11,100000182,Austin,Ball,New York,6648383061,Long Slip,27.86,0.06
113118,12/13/16 15:10,200000747,Peter,Gibson,Oregon,1737807900,Tie,68.64,0.07
113117,12/13/16 15:08,100000923,Andrea,Henderson,Missouri,2782517448,Belt,45.77,0.09
113116,12/13/16 15:08,200000066,Piers,Burgess,Nebraska,2876522496,Jacket,99.8,0.06
113115,12/13/16 15:07,300000592,Diana,Martin,Kansas,2782517448,Belt,45.77,0.07
113114,12/13/16 15:07,300000268,James,Oliver,Georgia,1284609276,Sweater,95.76,0
113113,12/13/16 15:07,300000731,Warren,Ince,Arkansas,4391642886,Men's Pajama Set,83.79,0.04
113112,12/13/16 15:06,300000393,Lily,Lyman,New Hampshire,2210750188,Blazer,119.76,0.02
113111,12/13/16 15:05,200000663,Leonard,Jackson,Delaware,2557931901,Short Gown,47.76,0.02
113110,12/13/16 15:05,100000378,Harry,Manning,Iowa,4619440506,Shorts,69.75,0.06
113109,12/13/16 15:05,100000839,Nathan,Kerr,Maine,6182617964,Long Gown,97.11,0.1
113108,12/13/16 15:02,300000524,Brandon,Clark,New Hampshire,5127562193,Robe,95.76,0
113107,12/13/16 15:00,400000691,Jacob,Clarkson,Utah,1039854547,Coat,135.83,0.02
113106,12/13/16 14:58,300000597,Julian,Lyman,Arizona,2588421965,Commode Cover,15.84,0.01
113105,12/13/16 14:58,200000459,Charles,Brown,Arizona,3126356136,Formal Dress,99.9,0.04
113104,12/13/16 14:57,100000132,James,Marshall,Rhode Island,5509524170,Couch Cover,86.68,0.04
113103,12/13/16 14:56,100000746,Ava,Gibson,Kentucky,2153011099,Gown & Robe Set,99.8,0.03
113102,12/13/16 14:56,100000841,Donna,Davidson,Colorado,8864799421,Valance,31.8,0.05
113101,12/13/16 14:55,100000331,Jonathan,Manning,Nevada,2524845521,Gown & Robe Set,105.6,0
113100,12/13/16 14:51,400000829,Lillian,Hemmings,Rhode Island,8213207925,Underwear & Boxers,23.76,0.01
113099,12/13/16 14:47,100000377,Samantha,Knox,Idaho,3256419181,Short Slip,102,0.1
113098,12/13/16 14:44,200000715,Sebastian,Mackenzie,Florida,8143229140,Shower Shoes,27.86,0.09
113097,12/13/16 14:43,400000740,Michael,Hamilton,Tennessee,1988250904,Coat,74.16,0.03
113096,12/13/16 14:40,200000100,Carolyn,Robertson,North Carolina,7690258628,Baby Blanket,21.93,0.1
113095,12/13/16 14:38,300000717,Anne,Allan,South Dakota,6228611532,Valance,47.76,0.08
113094,12/13/16 14:38,100000642,Eric,Wilson,Ohio,8586814459,Gown & Robe Set,65.64,0.07
113093,12/13/16 14:38,200000726,Peter,Chapman,California,1940915493,Long Gown,68.77,0
113092,12/13/16 14:37,100000344,Anna,Miller,South Dakota,5187883584,Dish Towel,49.5,0.03
113091,12/13/16 14:36,100000723,Justin,Campbell,Texas,5480721202,Shirt,67.83,0.03
113090,12/13/16 14:35,300000271,Carl,Abraham,Hawaii,3305177499,Coveralls (long sleeve),95.88,0.02
113089,12/13/16 14:34,100000677,Dominic,Langdon,North Carolina,3405268556,Handbag,114.77,0.04
113088,12/13/16 14:31,200000610,Ian,Walsh,Alaska,3132788435,Coat,30.06,0.08
113087,12/13/16 14:30,100000877,Megan,Reid,Alaska,2355020550,Sweater,67.92,0.03
113086,12/13/16 14:30,100000835,Leonard,Gibson,Wyomin,2363094138,Short Overalls,71.82,0.06
113085,12/13/16 14:30,200000619,Alexander,Abraham,Texas,9313710898,Dish Towel,32.23,0.03
113084,12/13/16 14:27,100000724,Una,Blake,Texas,2248992375,Sweater,61.38,0.04
113083,12/13/16 14:25,100000851,Victor,Clark,Georgia,6228611532,Valance,47.76,0.01
113082,12/13/16 14:25,200000725,Kevin,Hudson,Georgia,2210750188,Blazer,119.76,0.1
113081,12/13/16 14:24,200000447,Neil,Coleman,Colorado,1039854547,Coat,135.83,0.02
113080,12/13/16 14:22,100000489,Kevin,Wright,New Mexico,9862518267,Socks,10.84,0.09
113079,12/13/16 14:18,300000812,Natalie,Wallace,Maryland,3750666773,Waterbed Sheet,79.8,0.07
113078,12/13/16 14:16,100000142,Sam,Russell,Vermont,3750666773,Waterbed Sheet,79.8,0.04
113077,12/13/16 14:14,200000588,Sean,Dyer,Vermont,4538875409,Couch Cover,79.8,0.09
113076,12/13/16 14:14,200000482,Justin,Graham,Arizona,4574639519,Jeans,14.5,0.01
113075,12/13/16 14:12,400000514,Michael,Henderson,Massachusetts,6991736764,Pillow Sham,19.8,0.08
113074,12/13/16 14:11,100000709,Angela,Lawrence,Washington,3390230025,Top,33.48,0.02
113073,12/13/16 14:10,200000534,Sebastian,Thomson,Georgia,5145202479,Crib Sheet,9.9,0.1
113072,12/13/16 14:08,100000205,Anna,Lee,Maine,3132788435,Coat,30.06,0.05
113071,12/13/16 14:07,200000385,Joe,Parsons,Washington,7841340144,Shirt,29.4,0.1
113070,12/13/16 14:07,200000389,Leonard,Thomson,Florida,5127562193,Robe,95.76,0
113069,12/13/16 14:06,100000489,Kevin,Wright,New Mexico,2695940506,Sweater,59.4,0.09
113068,12/13/16 14:06,200000793,Charles,McDonald,Utah,2876522496,Jacket,99.8,0.06
113067,12/13/16 14:04,100000041,Edward,Terry,Indiana,3962085980,Sleeper,61.38,0.05
113066,12/13/16 14:03,100000130,Alison,MacLeod,Pennsylvani,4622769035,Short Gown,78,0.02
113065,12/13/16 14:00,100000921,William,Gibson,Mississippi,1336619171,Slacks,63.84,0.07
113064,12/13/16 13:56,100000832,David,Turner,Nevada,8619953091,Pillowcase,18.96,0.03
113063,12/13/16 13:55,200000749,Anthony,Quinn,Alaska,8713824671,Infant 2 Piece Set,48.6,0.02
113062,12/13/16 13:54,200000622,Christopher,Randall,New York,8586814459,Gown & Robe Set,65.64,0.09
113061,12/13/16 13:53,100000930,Amelia,Hughes,Hawaii,8068199275,Slacks,87.78,0
113060,12/13/16 13:51,100000640,David,Arnold,Wisconsin,8624682735,Coat,77.77,0.1
113059,12/13/16 13:51,100000400,Jacob,Fisher,New Jersey,8694351166,Chair Cover,38.87,0.02
113058,12/13/16 13:47,200000047,Leah,Nolan,Mississippi,8948840620,Gloves,19.8,0.03
113057,12/13/16 13:47,100000879,Ryan,Russell,Virginia,6661671897,Swimwear,50.83,0.02
113056,12/13/16 13:47,100000931,Maria,Lawrence,Missouri,4538875409,Couch Cover,79.8,0.02
113055,12/13/16 13:45,400000639,Peter,Miller,Oklahoma,7690258628,Baby Blanket,21.93,0.04
113054,12/13/16 13:45,200000043,Jake,Morgan,Rhode Island,3390230025,Top,33.48,0.02
113053,12/13/16 13:45,100000232,Trevor,King,Colorado,3135576553,Underwear,5.88,0.07
113052,12/13/16 13:43,300000731,Warren,Ince,Arkansas,7463357829,Infant 2 Piece Set,49.8,0.04
113051,12/13/16 13:36,200000508,Bella,Gibson,Colorado,3819369487,Dish Towel,7.84,0.08
113050,12/13/16 13:35,200000186,Sue,Ellison,Minnesota,5187883584,Dish Towel,49.5,0.01
113049,12/13/16 13:30,300000704,Bernadette,Cornish,Pennsylvani,1082405301,Blazer,119.76,0.04
113048,12/13/16 13:30,200000260,Harry,Walsh,Wyomin,3750666773,Waterbed Sheet,79.8,0.07
113047,12/13/16 13:29,100000332,Carolyn,Churchill,Alabama,1284609276,Sweater,95.76,0.04
113046,12/13/16 13:27,300000357,Mary,Reid,Virginia,1319286996,Gowns/Pajamas,47.43,0.02
113045,12/13/16 13:26,100000306,Phil,Grant,Vermont,3123824581,Sweatpants,43.89,0.09
113044,12/13/16 13:24,100000229,Yvonne,Johnston,Wyomin,6991736764,Pillow Sham,19.8,0.04
113043,12/13/16 13:23,100000154,Kevin,Powell,South Dakota,7270957383,Scarf,29.85,0.01
113042,12/13/16 13:23,200000682,Oliver,Paterson,Pennsylvani,9870137717,Crib Sheet,53.9,0.07
113041,12/13/16 13:23,100000233,Stewart,Pullman,Idaho,5310615417,Tie,41.79,0
113040,12/13/16 13:21,100000402,Kylie,McDonald,Indiana,5997626126,Coat/Jacket,39.55,0.04
113039,12/13/16 13:20,100000881,Joan,Nash,Pennsylvani,3495221948,Suit & 2 pc Dress,38.12,0.07
113038,12/13/16 13:18,100000176,Wendy,Gill,Arizona,2178891798,Hand Towel,18.17,0.02
113037,12/13/16 13:17,100000809,Dylan,Mathis,Colorado,2020397001,Men's Pajama Set,23.1,0.03
113036,12/13/16 13:17,100000847,Virginia,Newman,Maryland,4619440506,Shorts,69.75,0.07
113035,12/13/16 13:16,200000448,Evan,Hart,Florida,6660530324,Washcloth,35.14,0.05
113034,12/13/16 13:13,400000441,Amy,Murray,Texas,5509524170,Couch Cover,86.68,0
113033,12/13/16 13:12,200000683,Piers,Gray,New York,3132788435,Coat,30.06,0.07
113032,12/13/16 13:11,200000942,Richard,Roberts,Alaska,3405268556,Handbag,114.77,0.1
113031,12/13/16 13:11,200000646,Liam,Rutherford,Louisiana,4934584980,Nylon Pants,55.86,0.02
113030,12/13/16 13:09,100000445,Rose,Hodges,New Hampshire,6719567315,Blouse,47.88,0.02
113029,12/13/16 13:08,100000543,Chloe,Dickens,Georgia,3126356136,Formal Dress,99.9,0.01
113028,12/13/16 13:08,100000249,Brandon,Bower,South Dakota,4622769035,Short Gown,78,0.04
113027,12/13/16 13:07,300000666,Alan,Forsyth,Colorado,1940915493,Long Gown,68.77,0.05
113026,12/13/16 13:07,200000486,Leonard,Churchill,Tennessee,8713824671,Infant 2 Piece Set,48.6,0.05
113025,12/13/16 13:07,400000690,Bernadette,Duncan,Utah,2782517448,Belt,45.77,0.03
113024,12/13/16 13:05,200000587,Sebastian,Forsyth,Delaware,3962085980,Sleeper,61.38,0.07
113023,12/13/16 13:03,200000716,Theresa,Fraser,Rhode Island,9223468295,Bath Mat,23.88,0.09
113022,12/13/16 13:03,100000227,Connor,Gill,Alaska,4924918902,T-shirt,62.79,0.08
113021,12/13/16 13:03,300000913,Dan,Robertson,Nebraska,5608950888,Suit & 2 pc Dress,112.35,0.1
113020,12/13/16 13:02,200000109,Joe,Forsyth,Texas,6182617964,Long Gown,97.11,0.05
113019,12/13/16 13:02,100000284,Lily,Hughes,Wisconsin,5153370805,Shorts,43.96,0.04
113018,12/13/16 13:02,400000755,Angela,Oliver,Arkansas,6228611532,Valance,47.76,0.01
113017,12/13/16 12:58,100000203,Yvonne,Arnold,North Dakota,2963300774,Sweatshirt,75.81,0.03
113016,12/13/16 12:56,300000528,Victoria,Welch,Iowa,8586814459,Gown & Robe Set,65.64,0.08
113015,12/13/16 12:56,100000142,Sam,Russell,Vermont,8864799421,Valance,31.8,0.04
113014,12/13/16 12:53,100000092,Jane,Forsyth,New Mexico,2153011099,Gown & Robe Set,99.8,0.1
113013,12/13/16 12:53,100000880,Rachel,Springer,North Dakota,2926937052,Washcloth,10.78,0.03
113012,12/13/16 12:53,100000501,Victoria,Johnston,Louisiana,8619953091,Pillowcase,18.96,0.01
113011,12/13/16 12:46,200000536,Simon,Brown,West Virginia,1893735141,Socks,115.5,0.06
113010,12/13/16 12:43,100000572,David,Stewart,Virginia,7833392032,Skirt,55.86,0.06
113009,12/13/16 12:42,200000370,Joshua,Bond,Kansas,1336619171,Slacks,63.84,0.09
113008,12/13/16 12:42,200000591,Christian,Edmunds,Wyomin,2524845521,Gown & Robe Set,105.6,0.1
113007,12/13/16 12:38,200000349,Cameron,Duncan,Arizona,6182400847,Blazer,26.88,0.01
113006,12/13/16 12:36,200000301,Joseph,Robertson,South Carolina,2926937052,Washcloth,10.78,0.1
113005,12/13/16 12:34,100000304,Andrea,Jackson,Mississippi,3390230025,Top,33.48,0.07
113004,12/13/16 12:33,200000842,Matt,Manning,Montan,8269421724,Long Overalls,124.75,0.06
113003,12/13/16 12:32,100000928,Stephen,Glover,Ohio,8864799421,Valance,31.8,0.08
113002,12/13/16 12:32,300000736,Anne,Butler,Connecticut,6991736764,Pillow Sham,19.8,0.1
113001,12/13/16 12:31,200000414,Sebastian,Langdon,Alabama,4681342313,Sheets,29.9,0.06
113000,12/13/16 12:30,100000871,Joshua,Kelly,South Dakota,8058527540,Jeans,35.91,0.05
112999,12/13/16 12:29,100000273,Jake,Skinner,Nebraska,4934584980,Nylon Pants,55.86,0.01
112998,12/13/16 12:28,300000888,Pippa,Gray,New Mexico,3126356136,Formal Dress,99.9,0
112997,12/13/16 12:28,100000605,Jasmine,Wilkins,New Hampshire,2355020550,Sweater,67.92,0.1
112996,12/13/16 12:28,300000340,Rebecca,Nash,Alaska,8586814459,Gown & Robe Set,65.64,0.09
112995,12/13/16 12:27,400000470,James,White,New Hampshire,8586814459,Gown & Robe Set,65.64,0.08
112994,12/13/16 12:26,400000002,Jasmine,Miller,Georgia,5509524170,Couch Cover,86.68,0
112993,12/13/16 12:22,300000777,Jasmine,Lee,New York,5736433915,Mattress Cover,65.78,0.01
112992,12/13/16 12:22,100000922,Sally,Glover,Virginia,2963300774,Sweatshirt,75.81,0.08
112991,12/13/16 12:21,400000515,Amanda,Mackenzie,Mississippi,3132788435,Coat,30.06,0.1
112990,12/13/16 12:20,200000903,Jake,Peters,Georgia,7270957383,Scarf,29.85,0.1
112989,12/13/16 12:18,200000408,Blake,Churchill,Delaware,3390230025,Top,33.48,0.01
112988,12/13/16 12:18,200000110,Tim,Jones,Kansas,2588421965,Commode Cover,15.84,0
112987,12/13/16 12:17,100000148,Madeleine,Ogden,Virginia,2178891798,Hand Towel,18.17,0.05
112986,12/13/16 12:17,100000873,Chloe,McDonald,Oklahoma,9916068026,Gowns/Pajamas,118.14,0
112985,12/13/16 12:16,300000612,Emily,Ince,Texas,2430071492,Dust Ruffle,41.86,0.07
112984,12/13/16 12:15,200000632,Nicholas,Allan,Missouri,6648383061,Long Slip,27.86,0.03
112983,12/13/16 12:12,100000157,Anthony,Cornish,Michigan,4398051135,Bra,6,0.03
